"year";"month";"week_of_year";"day_of_week";"traffic";"outdoor";"radio";"internet";"komunikacja";"event";"temp";"cisnienie"
2015;1;1;5;22099;855.29;0;634.18;0;0;4;1006.91
2015;1;1;6;20267;855.29;0;634.18;0;0;4;1003.92
2015;1;1;7;15491;855.29;0;634.18;0;0;2;1000.91
2015;1;2;1;22585;855.29;0;634.18;0;0;2;1008.25
2015;1;2;3;20757;855.29;699.18;634.18;0;0;0;1012.25
2015;1;2;4;20421;855.29;699.18;634.18;0;0;3;1009.59
2015;1;2;5;21669;855.29;699.18;634.18;0;0;5;999.25
2015;1;2;6;22494;855.29;699.18;634.18;0;0;10;987.92
2015;1;2;7;16391;855.29;699.18;634.18;0;0;10;992.25
2015;1;3;1;19357;855.29;699.18;4587;0;0;5;999.25
2015;1;3;2;22249;855.29;699.18;0;0;0;7;998.59
2015;1;3;3;22377;855.29;699.18;0;0;0;9;995.58
2015;1;3;4;22210;855.29;699.18;0;0;0;5;999.25
2015;1;3;5;23589;855.29;0;0;0;0;7;996.25
2015;1;3;6;21188;855.29;0;0;0;0;5;995.92
2015;1;3;7;15541;855.29;0;0;0;0;3;998.92
2015;1;4;1;21880;855.29;835.29;662.54;0;10000;2;996.92
2015;1;4;2;22251;855.29;835.29;662.54;0;10000;2;998.58
2015;1;4;3;22429;855.29;835.29;662.54;0;10000;4;998.92
2015;1;4;4;21641;855.29;835.29;662.54;0;10000;4;1001.91
2015;1;4;5;22104;855.29;835.29;662.54;0;10000;4;1022.92
2015;1;4;6;20261;855.29;835.29;662.54;0;14000;3;1021.92
2015;1;4;7;15278;855.29;0;0;0;0;2;1025.25
2015;1;5;1;19683;855.29;0;0;0;0;1;1028.25
2015;1;5;2;20475;855.29;0;0;0;0;2;1013.92
2015;1;5;3;22023;855.29;0;0;0;0;2;998.92
2015;1;5;4;21447;855.29;0;0;0;0;2;985.25
2015;1;5;5;22119;855.29;0;0;0;0;4;987.92
2015;1;5;6;21105;855.29;0;0;0;0;2;983.25
2015;2;5;7;15856;1016.43;0;476.7;0;0;3;971.92
2015;2;6;1;19490;1016.43;839.32;476.7;0;0;3;980.59
2015;2;6;2;19525;1016.43;839.32;476.7;0;0;3;985.92
2015;2;6;3;20460;1016.43;839.32;476.7;0;0;1;992.92
2015;2;6;4;21681;1016.43;839.32;476.7;0;0;1;1001.58
2015;2;6;5;22936;1016.43;1487.15;476.7;0;0;1;1011.92
2015;2;6;6;20013;1016.43;1487.15;476.7;0;0;2;1011.59
2015;2;6;7;15043;1016.43;1487.15;476.7;0;0;2;998.25
2015;2;7;1;18810;1016.43;1487.15;476.7;0;0;3;1002.92
2015;2;7;2;20919;1016.43;1487.15;476.7;0;0;4;1007.58
2015;2;7;3;22632;1016.43;1487.15;476.7;0;0;4;1012.59
2015;2;7;4;22556;1016.43;1487.15;476.7;0;0;4;1011.25
2015;2;7;5;24950;1016.43;1487.15;476.7;0;0;5;1008.91
2015;2;7;6;29396;1016.43;1487.15;476.7;0;4000;6;1003.25
2015;2;7;7;20880;0;1487.15;476.7;0;60000;7;1003.25
2015;2;8;1;20421;0;0;0;0;0;3;1010.92
2015;2;8;2;20386;0;0;0;0;0;5;1015.91
2015;2;8;3;20489;0;0;0;0;0;5;1022.92
2015;2;8;4;21065;0;0;0;0;0;8;1017.25
2015;2;8;5;22208;0;0;0;0;0;8;1006.91
2015;2;8;6;18904;0;0;0;0;0;6;992.59
2015;2;8;7;14736;0;0;0;0;0;6;991.25
2015;2;9;1;19882;0;0;0;0;0;9;991.92
2015;2;9;2;18890;0;0;0;0;0;8;988.92
2015;2;9;3;20302;0;0;0;0;0;8;1000.25
2015;2;9;4;19894;0;0;0;0;0;8;1005.25
2015;2;9;5;21651;0;0;0;0;0;10;999.91
2015;2;9;6;21441;0;0;0;0;0;7;1002.25
2015;3;9;7;15284;701.94;0;250;0;783.87;9;999.25
2015;3;10;1;19325;701.94;820.27;250;0;783.87;9;988.92
2015;3;10;2;18763;701.94;820.27;250;0;783.87;6;997.58
2015;3;10;3;19567;701.94;820.27;250;0;783.87;7;1003.59
2015;3;10;4;20459;701.94;820.27;250;0;783.87;6;1007.91
2015;3;10;5;20678;701.94;820.27;250;0;783.87;8;1018.92
2015;3;10;6;21179;701.94;820.27;250;0;783.87;11;1018.58
2015;3;10;7;17022;701.94;820.27;250;0;783.87;13;1015.25
2015;3;11;1;19373;701.94;820.27;250;0;783.87;13;1012.25
2015;3;11;2;20533;701.94;820.27;250;0;783.87;14;1011.25
2015;3;11;3;20966;701.94;0;250;0;783.87;10;1009.25
2015;3;11;4;19951;701.94;0;250;0;783.87;6;1012.25
2015;3;11;5;20956;701.94;0;250;0;783.87;6;1010.58
2015;3;11;6;20151;701.94;0;250;0;783.87;7;1008.59
2015;3;11;7;15486;701.94;0;250;0;783.87;11;1014.59
2015;3;12;1;19471;701.94;0;250;0;783.87;13;1018.58
2015;3;12;2;20551;701.94;0;250;0;783.87;15;1018.25
2015;3;12;3;20802;701.94;0;250;0;783.87;11;1015.59
2015;3;12;4;19878;701.94;0;250;0;783.87;10;1013.25
2015;3;12;5;21377;701.94;0;250;0;783.87;11;1010.59
2015;3;12;6;18562;701.94;0;0;0;783.87;13;1001.58
2015;3;12;7;14512;701.94;0;0;0;783.87;5;1005.92
2015;3;13;1;19373;701.94;0;0;0;783.87;9;1006.91
2015;3;13;2;19010;701.94;0;0;0;783.87;14;997.25
2015;3;13;3;20171;701.94;0;0;0;783.87;17;994.91
2015;3;13;4;19837;701.94;0;0;0;783.87;14;992.25
2015;3;13;5;21541;701.94;0;0;0;783.87;11;994.92
2015;3;13;6;20070;701.94;0;0;0;783.87;10;1002.58
2015;3;13;7;15151;701.94;0;0;0;783.87;11;994.92
2015;3;14;1;19482;701.94;0;0;0;783.87;9;979.25
2015;3;14;2;20259;701.94;0;0;0;783.87;8;982.92
2015;4;14;3;21504;461.33;0;0;0;500;7;983.59
2015;4;14;4;20797;461.33;0;0;0;500;5;990.59
2015;4;14;5;19655;461.33;0;0;0;500;6;998.58
2015;4;15;2;20786;461.33;820.27;0;0;500;10;1015.91
2015;4;15;3;21232;461.33;820.27;0;0;500;10;1012.25
2015;4;15;4;22615;461.33;820.27;0;0;500;13;1016.25
2015;4;15;5;25235;461.33;820.27;200;0;500;18;1010.25
2015;4;15;6;23972;461.33;820.27;200;0;500;20;1005.25
2015;4;15;7;18818;461.33;820.27;200;0;500;14;1010.58
2015;4;16;1;21433;461.33;820.27;200;0;500;12;1008.92
2015;4;16;2;21208;461.33;820.27;200;0;500;12;1011.25
2015;4;16;3;22756;461.33;820.27;200;0;500;19;1002.92
2015;4;16;4;22136;461.33;0;200;0;500;17;997.58
2015;4;16;5;22415;461.33;0;837.67;0;500;13;998.25
2015;4;16;6;21379;461.33;0;837.67;0;500;9;1004.25
2015;4;16;7;16046;461.33;0;837.67;0;500;13;1006.58
2015;4;17;1;21393;461.33;0;0;0;500;15;1005.58
2015;4;17;2;21740;461.33;0;0;0;500;18;1007.59
2015;4;17;3;22506;461.33;0;0;0;500;16;1007.92
2015;4;17;4;22302;461.33;0;0;0;500;18;1004.25
2015;4;17;5;23265;461.33;0;0;0;500;20;999.58
2015;4;17;6;18911;461.33;0;0;0;4500;22;997.58
2015;4;17;7;15167;461.33;0;0;0;500;18;994.25
2015;4;18;1;21055;461.33;0;0;0;500;24;990.25
2015;4;18;2;21203;461.33;0;0;0;500;12;989.25
2015;4;18;3;22962;461.33;0;0;0;500;13;1004.25
2015;4;18;4;24639;461.33;0;0;0;500;16;1002.92
2015;5;18;6;19004;1151.61;0;341.18;0;1010;16;994.59
2015;5;19;1;21006;1151.61;1106.94;341.18;0;1010;21;995.92
2015;5;19;2;20822;1151.61;1106.94;341.18;0;1010;26;995.59
2015;5;19;3;21768;1151.61;1106.94;341.18;0;1010;17;996.91
2015;5;19;4;22207;1151.61;1106.94;341.18;0;1010;19;1001.58
2015;5;19;5;23357;1151.61;1106.94;341.18;0;1010;19;1004.59
2015;5;19;6;20461;1151.61;2352.32;341.18;0;1010;21;1002.25
2015;5;19;7;16092;1151.61;2352.32;341.18;0;1010;16;1005.25
2015;5;19;1;20541;1151.61;1245.38;5778.18;0;1010;19;1013.25
2015;5;19;2;20529;1151.61;1245.38;1191.18;0;1010;24;1008.25
2015;5;19;3;20913;1151.61;1245.38;1191.18;0;1010;18;1002.25
2015;5;19;4;20722;1151.61;1245.38;1191.18;0;1010;17;995.58
2015;5;19;5;21795;1151.61;1245.38;341.18;0;1010;17;998.58
2015;5;19;6;18907;1151.61;1245.38;341.18;0;59040;20;1003.59
2015;5;19;7;13941;501.61;1245.38;341.18;0;1010;14;1005.92
2015;5;20;1;19300;501.61;0;0;0;1010;19;1002.91
2015;5;20;2;19514;501.61;0;0;0;1010;24;992.92
2015;5;20;3;19975;501.61;0;0;0;1010;13;995.92
2015;5;20;4;21039;501.61;0;0;0;1010;17;1002.91
2015;5;20;5;21966;501.61;0;0;0;1010;19;1008.59
2015;5;20;6;18714;501.61;0;0;0;1010;19;1004.25
2015;5;21;1;20441;501.61;0;0;0;1010;22;1000.25
2015;5;21;2;20374;501.61;0;0;0;1010;18;996.25
2015;5;21;3;20616;501.61;0;0;0;1010;15;1001.58
2015;5;21;4;20364;501.61;0;0;0;1010;17;1003.25
2015;5;21;5;21764;501.61;0;0;0;1010;21;998.92
2015;5;21;6;19687;501.61;0;0;0;1010;21;996.25
2015;5;21;7;14965;501.61;0;0;0;1010;20;1002.92
2015;6;22;1;22189;599;0;0;0;0;25;1001.25
2015;6;22;2;21065;599;0;0;0;0;26;1002.58
2015;6;22;3;22762;599;0;0;0;0;29;1003.92
2015;6;22;5;21970;599;0;0;0;0;25;1012.25
2015;6;22;6;15376;599;0;0;0;0;29;1007.92
2015;6;22;7;11387;599;0;0;0;0;25;1009.58
2015;6;23;1;19070;599;942.41;0;0;0;19;1009.92
2015;6;23;2;19681;599;942.41;0;0;0;14;1008.25
2015;6;23;3;20815;599;942.41;0;0;0;21;1010.58
2015;6;23;4;20886;599;942.41;0;0;0;24;1007.25
2015;6;23;5;21614;599;942.41;0;0;0;28;1001.25
2015;6;23;6;17692;599;942.41;0;0;0;30;995.92
2015;6;23;7;13675;599;942.41;0;0;0;27;994.91
2015;6;24;1;19860;599;0;0;0;0;19;996.92
2015;6;24;2;19827;599;0;0;0;0;19;1004.25
2015;6;24;3;20060;599;0;0;0;0;19;1006.59
2015;6;24;4;20952;599;0;0;0;0;19;1000.92
2015;6;24;5;21085;599;0;0;0;0;18;997.58
2015;6;24;6;17982;599;0;0;0;0;17;999.59
2015;6;24;7;13978;599;0;0;0;0;17;1000.92
2015;6;25;1;19348;599;0;0;0;0;21;998.25
2015;6;25;2;20628;599;0;0;0;0;17;993.25
2015;6;25;3;20930;599;0;0;0;0;17;1001.92
2015;6;25;4;21175;599;0;0;0;0;21;1008.59
2015;6;25;5;23230;599;0;0;0;0;24;1005.92
2015;6;25;6;17738;599;0;0;0;0;24;1001.25
2015;6;25;7;15524;599;0;0;0;0;18;1002.59
2015;6;26;1;21285;599;0;0;0;0;22;1006.25
2015;6;26;2;22007;599;0;0;0;0;26;1006.25
2015;7;26;3;22332;499.03;0;1868.29;0;0;26;1008.25
2015;7;26;4;22047;499.03;0;1868.29;0;0;27;1010.92
2015;7;26;5;21262;499.03;942.41;1868.29;0;0;29;1012.59
2015;7;26;6;14481;499.03;942.41;339.29;0;0;33;1009.58
2015;7;26;7;11959;499.03;942.41;339.29;0;0;36;1004.25
2015;7;27;1;19491;499.03;942.41;339.29;0;0;27;1001.25
2015;7;27;2;19843;499.03;942.41;339.29;0;0;31;1002.58
2015;7;27;3;21177;499.03;942.41;339.29;0;0;26;992.59
2015;7;27;4;22126;499.03;942.41;339.29;0;0;21;996.58
2015;7;27;5;21459;499.03;0;339.29;0;0;16;1004.58
2015;7;27;6;16277;499.03;0;339.29;0;0;22;1004.25
2015;7;27;7;12488;499.03;0;339.29;0;0;27;1000.58
2015;7;28;1;20246;499.03;0;339.29;0;0;20;999.25
2015;7;28;2;20693;499.03;0;339.29;0;0;21;998.91
2015;7;28;3;21960;499.03;0;0;0;0;22;1001.58
2015;7;28;4;20448;499.03;0;0;0;0;27;1003.58
2015;7;28;5;19142;499.03;0;0;0;0;31;1002.25
2015;7;28;6;13508;499.03;0;0;0;0;32;1000.92
2015;7;28;7;11333;499.03;0;0;0;0;27;999.25
2015;7;29;1;18832;499.03;0;0;0;0;25;999.92
2015;7;29;2;19271;499.03;0;0;0;0;30;999.58
2015;7;29;3;19616;499.03;0;0;0;0;33;999.92
2015;7;29;4;19808;499.03;0;0;0;0;24;997.59
2015;7;29;5;18743;499.03;0;0;0;0;28;1000.58
2015;7;29;6;14327;499.03;0;0;0;4000;31;992.92
2015;7;29;7;11541;499.03;0;0;0;0;19;996.91
2015;7;30;1;18668;499.03;0;0;0;0;22;993.25
2015;7;30;2;18698;499.03;0;0;0;0;22;990.92
2015;7;30;3;19800;499.03;0;0;0;0;22;993.91
2015;7;30;4;19835;499.03;0;0;0;0;22;996.58
2015;7;30;5;19592;499.03;0;0;0;0;21;1001.92
2015;8;30;6;14394;928.71;0;0;0;0;24;1004.59
2015;8;30;7;10711;928.71;0;0;0;0;30;1004.59
2015;8;31;1;19039;928.71;0;0;0;0;30;1004.92
2015;8;31;2;18745;928.71;0;0;0;0;32;1002.25
2015;8;31;3;19160;928.71;0;0;0;0;28;1001.92
2015;8;31;4;19330;928.71;0;0;0;0;33;1003.92
2015;8;31;5;19406;928.71;0;0;0;0;35;1003.92
2015;8;31;6;14338;928.71;0;0;0;0;36;1002.91
2015;8;31;7;12043;928.71;0;0;0;0;28;1002.91
2015;8;32;1;19278;928.71;0;0;0;0;32;1002.25
2015;8;32;2;19878;928.71;0;0;0;0;35;1001.25
2015;8;32;3;20832;928.71;0;0;0;0;35;1002.92
2015;8;32;4;20478;928.71;0;0;0;0;31;1004.59
2015;8;32;5;21030;928.71;0;0;0;0;32;1000.25
2015;8;32;7;13080;928.71;0;0;0;0;32;993.58
2015;8;33;1;19569;928.71;0;0;0;0;28;994.58
2015;8;33;2;20331;928.71;0;0;0;0;27;996.58
2015;8;33;3;21177;928.71;0;0;0;0;25;1001.92
2015;8;33;4;20400;928.71;0;0;0;0;24;1007.59
2015;8;33;5;20114;928.71;0;0;0;0;25;1010.58
2015;8;33;6;15470;928.71;0;0;0;0;24;1008.25
2015;8;33;7;11708;928.71;0;0;0;0;24;1003.25
2015;8;34;1;19321;928.71;0;0;0;0;27;998.25
2015;8;34;2;20326;928.71;0;0;0;0;22;998.58
2015;8;34;3;21039;928.71;0;0;0;4000;26;1005.25
2015;8;34;4;20402;928.71;0;0;0;0;30;1001.92
2015;8;34;5;20228;928.71;0;0;0;0;28;1000.58
2015;8;34;6;15091;928.71;0;0;0;0;26;1008.58
2015;8;34;7;11291;928.71;0;0;0;0;33;1006.92
2015;8;35;1;22028;928.71;0;0;0;0;35;1001.25
2015;9;35;2;21827;789;0;0;0;0;33;994.58
2015;9;35;3;20009;789;0;0;0;0;20;997.92
2015;9;35;4;19592;789;0;0;0;0;23;1000.92
2015;9;35;5;19571;789;0;0;0;0;21;998.58
2015;9;35;6;17455;789;0;0;0;0;20;997.25
2015;9;35;7;13687;789;0;0;0;0;14;996.92
2015;9;36;1;19278;789;0;436.15;0;0;16;1001.58
2015;9;36;2;19051;789;0;436.15;0;0;17;1006.25
2015;9;36;3;20088;789;0;436.15;0;0;17;1006.92
2015;9;36;4;19473;789;1426.41;436.15;0;0;18;1009.25
2015;9;36;5;20785;789;1426.41;436.15;0;0;19;1007.92
2015;9;36;6;17112;789;1426.41;436.15;0;0;22;1005.91
2015;9;36;7;11921;789;1426.41;436.15;0;0;24;1003.59
2015;9;37;1;18868;789;1426.41;436.15;0;0;26;994.92
2015;9;37;2;19133;789;1426.41;436.15;0;0;23;996.58
2015;9;37;3;19733;789;1426.41;436.15;0;0;26;992.59
2015;9;37;4;19719;789;1426.41;436.15;0;0;30;988.59
2015;9;37;5;19934;789;1426.41;436.15;0;0;20;998.25
2015;9;37;6;16347;789;1426.41;436.15;0;0;23;1005.25
2015;9;37;7;13690;789;1426.41;0;0;1;18;1003.58
2015;9;38;1;18048;789;0;0;0;0;17;1002.58
2015;9;38;2;19418;789;0;0;0;0;20;997.25
2015;9;38;3;19447;789;0;0;0;0;21;993.25
2015;9;38;4;19757;789;0;0;0;0;20;1002.25
2015;9;38;5;20425;789;0;0;0;4000;20;1004.25
2015;9;38;6;18544;789;0;0;0;0;18;1006.92
2015;9;38;7;14149;789;0;0;0;0;16;1011.92
2015;9;39;1;19845;789;0;0;0;0;17;1017.58
2015;9;39;2;20874;789;0;0;0;0;17;1019.92
2015;9;39;3;23326;789;0;0;0;0;14;1020.59
2015;10;39;4;21522;740.32;0;0;0;483.87;16;1018.92
2015;10;39;5;21664;740.32;0;0;0;483.87;19;1013.58
2015;10;39;6;18505;740.32;0;0;0;483.87;21;1006.25
2015;10;39;7;14729;740.32;0;0;0;483.87;22;1001.25
2015;10;40;1;19715;740.32;1193.17;0;0;483.87;20;1001.58
2015;10;40;2;19723;740.32;1193.17;0;0;483.87;20;999.25
2015;10;40;3;20978;740.32;1193.17;0;0;483.87;17;999.25
2015;10;40;4;21300;740.32;1193.17;0;0;483.87;14;1002.92
2015;10;40;5;24017;740.32;1193.17;0;0;483.87;13;1006.92
2015;10;40;6;23324;740.32;1193.17;0;0;483.87;11;1008.92
2015;10;40;7;18919;740.32;0;0;0;483.87;9;1006.25
2015;10;41;1;21893;740.32;0;0;0;483.87;6;1006.92
2015;10;41;2;22429;740.32;0;0;0;483.87;9;1005.25
2015;10;41;3;24103;740.32;0;0;0;483.87;7;1003.92
2015;10;41;4;22793;740.32;0;0;0;483.87;9;1002.25
2015;10;41;5;22106;740.32;0;0;0;483.87;16;999.92
2015;10;41;6;21292;740.32;0;0;0;483.87;12;1002.25
2015;10;41;7;16870;740.32;0;0;0;483.87;12;1003.92
2015;10;42;1;20266;740.32;0;0;0;483.87;12;1004.25
2015;10;42;2;20833;740.32;0;0;0;483.87;9;1004.25
2015;10;42;3;21168;740.32;0;0;0;483.87;10;1002.58
2015;10;42;4;20993;740.32;0;0;0;483.87;12;1001.58
2015;10;42;5;22119;740.32;0;0;0;483.87;12;1003.25
2015;10;42;6;19296;740.32;0;0;0;4483.87;14;1008.25
2015;10;42;7;14872;740.32;0;0;0;483.87;13;1005.59
2015;10;43;1;19486;740.32;0;0;0;483.87;13;1011.25
2015;10;43;2;20002;740.32;0;0;0;483.87;13;1009.25
2015;10;43;3;20595;740.32;0;0;0;483.87;14;1004.58
2015;10;43;4;21400;740.32;0;0;0;483.87;14;1002.58
2015;10;43;5;22098;740.32;0;0;0;483.87;12;1011.92
2015;10;43;6;16270;740.32;0;0;0;483.87;14;1018.92
2015;11;44;1;18283;805;0;0;0;0;14;1016.58
2015;11;44;2;19558;805;0;0;0;0;14;1011.25
2015;11;44;3;21169;805;0;0;0;0;12;1006.58
2015;11;44;4;22166;805;0;0;0;0;15;1008.59
2015;11;44;5;24432;805;0;0;0;0;13;1008.59
2015;11;44;6;23255;805;0;0;0;0;13;1008.59
2015;11;44;7;17708;805;0;0;0;0;15;1009.92
2015;11;45;1;21368;805;0;433.33;0;0;15;1006.92
2015;11;45;2;24559;805;0;433.33;0;0;16;1002.91
2015;11;45;4;22566;805;1068.19;433.33;0;0;13;1008.58
2015;11;45;5;23770;805;1068.19;433.33;0;0;13;1010.25
2015;11;45;6;22838;805;1068.19;433.33;0;0;9;1005.91
2015;11;45;7;16129;805;1068.19;433.33;0;0;9;997.58
2015;11;46;1;20487;805;1068.19;433.33;0;0;10;996.25
2015;11;46;2;21212;805;1068.19;433.33;0;0;11;998.25
2015;11;46;3;21786;805;1068.19;433.33;0;0;13;993.25
2015;11;46;4;21588;805;0;433.33;0;0;13;997.25
2015;11;46;5;24499;805;0;433.33;0;0;9;990.59
2015;11;46;6;21891;805;0;0;0;4000;6;981.92
2015;11;46;7;16848;805;0;0;0;0;5;984.25
2015;11;47;1;20553;805;0;0;0;0;4;999.58
2015;11;47;2;21569;805;0;0;0;0;3;1009.25
2015;11;47;3;22384;805;0;0;0;0;3;998.25
2015;11;47;4;21306;805;0;0;0;0;4;995.59
2015;11;47;5;23347;805;0;0;0;0;4;1004.59
2015;11;47;6;20217;805;0;0;0;0;4;997.25
2015;11;47;7;15005;805;0;0;0;0;6;998.58
2015;11;48;1;21848;805;0;0;0;0;7;995.59
2015;12;48;2;21204;721.29;0;0;0;1888.89;8;997.59
2015;12;48;3;20537;721.29;0;0;0;1888.89;9;1009.58
2015;12;48;4;22815;721.29;0;0;0;1888.89;8;1014.25
2015;12;48;5;25798;721.29;0;0;0;1888.89;9;1012.92
2015;12;48;6;24860;721.29;0;0;0;1888.89;8;1015.92
2015;12;48;7;20927;721.29;0;0;0;1888.89;10;1011.25
2015;12;49;1;20813;721.29;817;399.96;0;1888.89;10;1015.58
2015;12;49;2;21567;721.29;552.5;399.96;0;1888.89;10;1019.58
2015;12;49;3;21648;721.29;817;399.96;0;1888.89;6;1016.25
2015;12;49;4;23491;721.29;552.5;399.96;0;1888.89;7;1020.25
2015;12;49;5;23952;721.29;1369.5;399.96;0;1888.89;6;1012.25
2015;12;49;6;26001;721.29;1369.5;399.96;0;1888.89;7;1005.58
2015;12;49;7;16685;721.29;1369.5;399.96;0;1888.89;9;1001.25
2015;12;50;1;22278;721.29;441.98;399.96;0;1888.89;4;1010.59
2015;12;50;2;21795;721.29;441.98;399.96;0;1888.89;6;1010.25
